entity_type,layer,text,insert_x,insert_y,start_x,start_y,start_z,end_x,end_y,end_z,vertices,vertex_count,closed,center_x,center_y,radius,start_angle,end_angle
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-26.5543,-41.3643,0.0,-26.5543,-41.7691,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-26.9543,-41.3643,0.0,-26.9543,-41.7645,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-26.7543,-41.3643,0.0,-26.7543,-41.6794,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,C,-26.8979,-42.0925,,,,,,,,,,,,,,
CIRCLE,CARGAS-DIAGRAMA-CONVENC,,,,,,,,,,,,,-26.7564,-41.9519,0.2725,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R,-27.6602,-31.801,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-28.0306,-33.1573,0.0,-28.0306,-28.034,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 10 THW",-27.0646,-31.7986,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-24.4806,-28.034,0.0,-24.4806,-32.3573,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-27.1806,-28.034,0.0,-27.1806,-33.1573,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-28.2867,-35.3055,0.0,-27.2407,-35.3055,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-24.4806,-32.3573,0.0,-24.4806,-33.5573,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 8 THW",-27.0597,-32.9946,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 8 THW",-27.0648,-32.6055,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 10 THW",-27.0646,-32.1986,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R-S,-27.7698,-33.001,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R-S,-27.7698,-32.601,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,S,-27.6555,-32.201,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"AWG 14, TW",-27.0646,-29.077,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"AWG 14, TW",-27.0646,-30.4964,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"AWG 14, TW",-27.0646,-31.2889,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 12 THW, INTERRUP. Cu",-27.0646,-31.1371,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,S,-27.6555,-31.1956,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 12 THW, INTERRUP. Cu",-27.0646,-30.3446,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"AWG 14, TW",-27.0646,-29.6684,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 12 THW, INTERRUP. Cu",-27.0646,-29.5166,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R,-27.6602,-30.3948,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,S,-27.6555,-29.5941,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"Cu, AWG 12 THW, INTERRUP. Cu",-27.0646,-28.9252,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,PROTECCION,-26.4168,-28.5935,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,ALAMBRE CALIBRE,-26.6739,-28.3416,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R,-27.6602,-29.001,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,FASE,-27.8278,-28.4742,,,,,,,,,,,,,,
